word	nodeType	synsetCount	unit	count
listen	VERB	3	02x05_-_Plan_to_Cross_the_Border	1
live	VERB	19	02x05_-_Plan_to_Cross_the_Border	2
look	VERB	14	02x05_-_Plan_to_Cross_the_Border	7
maintain	VERB	10	02x05_-_Plan_to_Cross_the_Border	1
make	VERB	51	02x05_-_Plan_to_Cross_the_Border	8
matter	VERB	7	02x05_-_Plan_to_Cross_the_Border	1
meet	VERB	15	02x05_-_Plan_to_Cross_the_Border	5
mind	VERB	13	02x05_-_Plan_to_Cross_the_Border	1
misplace	VERB	2	02x05_-_Plan_to_Cross_the_Border	1
need	VERB	7	02x05_-_Plan_to_Cross_the_Border	6
organize	VERB	6	02x05_-_Plan_to_Cross_the_Border	1
overwork	VERB	3	02x05_-_Plan_to_Cross_the_Border	1
plan	VERB	7	02x05_-_Plan_to_Cross_the_Border	2
play	VERB	52	02x05_-_Plan_to_Cross_the_Border	1
prepare	VERB	8	02x05_-_Plan_to_Cross_the_Border	1
pretend	VERB	8	02x05_-_Plan_to_Cross_the_Border	1
protect	VERB	2	02x05_-_Plan_to_Cross_the_Border	6
put	VERB	10	02x05_-_Plan_to_Cross_the_Border	1
rely	VERB	1	02x05_-_Plan_to_Cross_the_Border	1
rendezvous	VERB	4	02x05_-_Plan_to_Cross_the_Border	1
represent	VERB	15	02x05_-_Plan_to_Cross_the_Border	1
require	VERB	4	02x05_-_Plan_to_Cross_the_Border	1
rest	VERB	18	02x05_-_Plan_to_Cross_the_Border	2
return	VERB	29	02x05_-_Plan_to_Cross_the_Border	1
rid	VERB	1	02x05_-_Plan_to_Cross_the_Border	2
run	VERB	57	02x05_-_Plan_to_Cross_the_Border	2
say	VERB	12	02x05_-_Plan_to_Cross_the_Border	4
scold	VERB	3	02x05_-_Plan_to_Cross_the_Border	1
search	VERB	9	02x05_-_Plan_to_Cross_the_Border	1
see	VERB	25	02x05_-_Plan_to_Cross_the_Border	7
seek	VERB	6	02x05_-_Plan_to_Cross_the_Border	1
seem	VERB	4	02x05_-_Plan_to_Cross_the_Border	3
sense	VERB	9	02x05_-_Plan_to_Cross_the_Border	1
serialize	VERB	1	02x05_-_Plan_to_Cross_the_Border	1
shop	VERB	7	02x05_-_Plan_to_Cross_the_Border	1
sink	VERB	13	02x05_-_Plan_to_Cross_the_Border	2
sleep	VERB	6	02x05_-_Plan_to_Cross_the_Border	1
smell	VERB	10	02x05_-_Plan_to_Cross_the_Border	1
spend	VERB	3	02x05_-_Plan_to_Cross_the_Border	1
spread	VERB	23	02x05_-_Plan_to_Cross_the_Border	1
stay	VERB	16	02x05_-_Plan_to_Cross_the_Border	6
step	VERB	21	02x05_-_Plan_to_Cross_the_Border	1
stick	VERB	25	02x05_-_Plan_to_Cross_the_Border	1
stop	VERB	22	02x05_-_Plan_to_Cross_the_Border	1
support	VERB	22	02x05_-_Plan_to_Cross_the_Border	1
surprise	VERB	6	02x05_-_Plan_to_Cross_the_Border	1
survive	VERB	4	02x05_-_Plan_to_Cross_the_Border	1
suspect	VERB	6	02x05_-_Plan_to_Cross_the_Border	1
take	VERB	44	02x05_-_Plan_to_Cross_the_Border	8
tell	VERB	9	02x05_-_Plan_to_Cross_the_Border	1
thank	VERB	1	02x05_-_Plan_to_Cross_the_Border	3
think	VERB	14	02x05_-_Plan_to_Cross_the_Border	1
tour	VERB	4	02x05_-_Plan_to_Cross_the_Border	1
travel	VERB	9	02x05_-_Plan_to_Cross_the_Border	2
try	VERB	10	02x05_-_Plan_to_Cross_the_Border	2
turn	VERB	38	02x05_-_Plan_to_Cross_the_Border	1
understand	VERB	5	02x05_-_Plan_to_Cross_the_Border	2
wait	VERB	6	02x05_-_Plan_to_Cross_the_Border	5
wake	VERB	9	02x05_-_Plan_to_Cross_the_Border	1
want	VERB	9	02x05_-_Plan_to_Cross_the_Border	10
watch	VERB	13	02x05_-_Plan_to_Cross_the_Border	3
wear	VERB	12	02x05_-_Plan_to_Cross_the_Border	1
win	VERB	6	02x05_-_Plan_to_Cross_the_Border	6
wiretappe	VERB	0	02x05_-_Plan_to_Cross_the_Border	1
wish	VERB	10	02x05_-_Plan_to_Cross_the_Border	1
work	VERB	34	02x05_-_Plan_to_Cross_the_Border	1
worry	VERB	8	02x05_-_Plan_to_Cross_the_Border	1
accept	VERB	11	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
accord	VERB	6	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
agree	VERB	7	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
aim	VERB	11	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
answer	VERB	15	02x06_-_The_Fearsome_Luxury_Cruise_Ship	3
arrest	VERB	6	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
ask	VERB	7	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
attack	VERB	15	02x06_-_The_Fearsome_Luxury_Cruise_Ship	3
avoid	VERB	5	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
base	VERB	30	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
be	VERB	14	02x06_-_The_Fearsome_Luxury_Cruise_Ship	20
begin	VERB	11	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
believe	VERB	5	02x06_-_The_Fearsome_Luxury_Cruise_Ship	4
break	VERB	75	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
bring	VERB	11	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
build	VERB	12	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
buy	VERB	6	02x06_-_The_Fearsome_Luxury_Cruise_Ship	8
call	VERB	41	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
cancel	VERB	6	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
care	VERB	11	02x06_-_The_Fearsome_Luxury_Cruise_Ship	3
cause	VERB	7	02x06_-_The_Fearsome_Luxury_Cruise_Ship	5
change	VERB	20	02x06_-_The_Fearsome_Luxury_Cruise_Ship	3
choose	VERB	3	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
come	VERB	22	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
complete	VERB	10	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
conceal	VERB	2	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
confirm	VERB	5	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
contact	VERB	11	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
cooperate	VERB	1	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
count	VERB	12	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
create	VERB	6	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
damage	VERB	7	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
dance	VERB	7	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
disembark	VERB	1	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
do	VERB	16	02x06_-_The_Fearsome_Luxury_Cruise_Ship	6
dodge	VERB	6	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
drink	VERB	10	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
dump	VERB	10	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
eat	VERB	6	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
end	VERB	18	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
enjoy	VERB	5	02x06_-_The_Fearsome_Luxury_Cruise_Ship	3
enter	VERB	9	02x06_-_The_Fearsome_Luxury_Cruise_Ship	3
entertain	VERB	3	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
escape	VERB	15	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
excuse	VERB	9	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
expect	VERB	6	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
express	VERB	13	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
fail	VERB	11	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
feel	VERB	17	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
fight	VERB	9	02x06_-_The_Fearsome_Luxury_Cruise_Ship	3
figure	VERB	18	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
find	VERB	18	02x06_-_The_Fearsome_Luxury_Cruise_Ship	3
follow	VERB	24	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
forget	VERB	4	02x06_-_The_Fearsome_Luxury_Cruise_Ship	3
get	VERB	37	02x06_-_The_Fearsome_Luxury_Cruise_Ship	6
give	VERB	45	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
go	VERB	35	02x06_-_The_Fearsome_Luxury_Cruise_Ship	11
guarantee	VERB	7	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
guess	VERB	6	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
handle	VERB	7	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
happen	VERB	5	02x06_-_The_Fearsome_Luxury_Cruise_Ship	6
hat	VERB	4	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
hate	VERB	2	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
have	VERB	20	02x06_-_The_Fearsome_Luxury_Cruise_Ship	16
head	VERB	42	02x06_-_The_Fearsome_Luxury_Cruise_Ship	3
heal	VERB	3	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
hear	VERB	5	02x06_-_The_Fearsome_Luxury_Cruise_Ship	4
help	VERB	12	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
hide	VERB	6	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
hire	VERB	5	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
hold	VERB	45	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
hope	VERB	9	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
hurry	VERB	6	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
hurt	VERB	14	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
include	VERB	4	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
intercept	VERB	3	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
k*ll	VERB	0	02x06_-_The_Fearsome_Luxury_Cruise_Ship	7
keep	VERB	25	02x06_-_The_Fearsome_Luxury_Cruise_Ship	3
kill	VERB	17	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
know	VERB	12	02x06_-_The_Fearsome_Luxury_Cruise_Ship	3
lay	VERB	16	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
leak	VERB	9	02x06_-_The_Fearsome_Luxury_Cruise_Ship	4
learn	VERB	6	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
leave	VERB	17	02x06_-_The_Fearsome_Luxury_Cruise_Ship	5
let	VERB	8	02x06_-_The_Fearsome_Luxury_Cruise_Ship	13
like	VERB	11	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
list	VERB	7	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
listen	VERB	3	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
look	VERB	14	02x06_-_The_Fearsome_Luxury_Cruise_Ship	4
lose	VERB	11	02x06_-_The_Fearsome_Luxury_Cruise_Ship	4
make	VERB	51	02x06_-_The_Fearsome_Luxury_Cruise_Ship	6
manufacture	VERB	6	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
match	VERB	19	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
mean	VERB	16	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
meet	VERB	15	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
need	VERB	7	02x06_-_The_Fearsome_Luxury_Cruise_Ship	3
order	VERB	24	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
outdo	VERB	2	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
overeat	VERB	1	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
pass	VERB	43	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
pay	VERB	12	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
place	VERB	32	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
plan	VERB	7	02x06_-_The_Fearsome_Luxury_Cruise_Ship	3
play	VERB	52	02x06_-_The_Fearsome_Luxury_Cruise_Ship	4
please	VERB	4	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
prepare	VERB	8	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
prick	VERB	11	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
protect	VERB	2	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
put	VERB	10	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
reach	VERB	13	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
receive	VERB	13	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
refuse	VERB	7	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
remember	VERB	8	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
remove	VERB	9	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
rendezvous	VERB	4	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
rest	VERB	18	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
return	VERB	29	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
rush	VERB	16	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
say	VERB	12	02x06_-_The_Fearsome_Luxury_Cruise_Ship	4
search	VERB	9	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
see	VERB	25	02x06_-_The_Fearsome_Luxury_Cruise_Ship	3
seem	VERB	4	02x06_-_The_Fearsome_Luxury_Cruise_Ship	4
sell	VERB	9	02x06_-_The_Fearsome_Luxury_Cruise_Ship	3
sense	VERB	9	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
serialize	VERB	1	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
set	VERB	45	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
share	VERB	10	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
shoot	VERB	22	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
soil	VERB	5	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
spend	VERB	3	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
split	VERB	18	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
spot	VERB	20	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
stand	VERB	24	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
start	VERB	22	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
station	VERB	6	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
stay	VERB	16	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
stop	VERB	22	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
support	VERB	22	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
suppose	VERB	5	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
swear	VERB	5	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
tail	VERB	11	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
take	VERB	44	02x06_-_The_Fearsome_Luxury_Cruise_Ship	7
taste	VERB	13	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
tell	VERB	9	02x06_-_The_Fearsome_Luxury_Cruise_Ship	4
think	VERB	14	02x06_-_The_Fearsome_Luxury_Cruise_Ship	3
trace	VERB	14	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
try	VERB	10	02x06_-_The_Fearsome_Luxury_Cruise_Ship	10
turn	VERB	38	02x06_-_The_Fearsome_Luxury_Cruise_Ship	2
underestimate	VERB	4	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
understand	VERB	5	02x06_-_The_Fearsome_Luxury_Cruise_Ship	4
update	VERB	4	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
use	VERB	13	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
value	VERB	11	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
wait	VERB	6	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
walk	VERB	17	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
want	VERB	9	02x06_-_The_Fearsome_Luxury_Cruise_Ship	14
wear	VERB	12	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
work	VERB	34	02x06_-_The_Fearsome_Luxury_Cruise_Ship	3
worry	VERB	8	02x06_-_The_Fearsome_Luxury_Cruise_Ship	1
accomplish	VERB	2	02x07_-_Who_Is_This_Mission_For_	1
adapt	VERB	2	02x07_-_Who_Is_This_Mission_For_	2
aim	VERB	11	02x07_-_Who_Is_This_Mission_For_	1
allow	VERB	10	02x07_-_Who_Is_This_Mission_For_	1
ask	VERB	7	02x07_-_Who_Is_This_Mission_For_	1
attract	VERB	3	02x07_-_Who_Is_This_Mission_For_	1
bark	VERB	9	02x07_-_Who_Is_This_Mission_For_	1
be	VERB	14	02x07_-_Who_Is_This_Mission_For_	9
beat	VERB	34	02x07_-_Who_Is_This_Mission_For_	1
become	VERB	4	02x07_-_Who_Is_This_Mission_For_	1
begin	VERB	11	02x07_-_Who_Is_This_Mission_For_	1
bump	VERB	8	02x07_-_Who_Is_This_Mission_For_	1
call	VERB	41	02x07_-_Who_Is_This_Mission_For_	2
calm	VERB	8	02x07_-_Who_Is_This_Mission_For_	1
cause	VERB	7	02x07_-_Who_Is_This_Mission_For_	1
change	VERB	20	02x07_-_Who_Is_This_Mission_For_	2
chew	VERB	3	02x07_-_Who_Is_This_Mission_For_	1
come	VERB	22	02x07_-_Who_Is_This_Mission_For_	7
complete	VERB	10	02x07_-_Who_Is_This_Mission_For_	1
confine	VERB	6	02x07_-_Who_Is_This_Mission_For_	1
contact	VERB	11	02x07_-_Who_Is_This_Mission_For_	2
continue	VERB	10	02x07_-_Who_Is_This_Mission_For_	1
count	VERB	12	02x07_-_Who_Is_This_Mission_For_	1
cry	VERB	12	02x07_-_Who_Is_This_Mission_For_	1
curry	VERB	4	02x07_-_Who_Is_This_Mission_For_	1
deal	VERB	22	02x07_-_Who_Is_This_Mission_For_	1
deliver	VERB	12	02x07_-_Who_Is_This_Mission_For_	1
die	VERB	14	02x07_-_Who_Is_This_Mission_For_	2
disappoint	VERB	1	02x07_-_Who_Is_This_Mission_For_	2
discern	VERB	1	02x07_-_Who_Is_This_Mission_For_	2
discover	VERB	8	02x07_-_Who_Is_This_Mission_For_	1
disembark	VERB	1	02x07_-_Who_Is_This_Mission_For_	1
disturb	VERB	5	02x07_-_Who_Is_This_Mission_For_	1
ditch	VERB	8	02x07_-_Who_Is_This_Mission_For_	2
do	VERB	16	02x07_-_Who_Is_This_Mission_For_	13
drag	VERB	17	02x07_-_Who_Is_This_Mission_For_	3
encrypt	VERB	1	02x07_-_Who_Is_This_Mission_For_	1
end	VERB	18	02x07_-_Who_Is_This_Mission_For_	1
engross	VERB	2	02x07_-_Who_Is_This_Mission_For_	1
enjoy	VERB	5	02x07_-_Who_Is_This_Mission_For_	2
entertain	VERB	3	02x07_-_Who_Is_This_Mission_For_	1
escape	VERB	15	02x07_-_Who_Is_This_Mission_For_	1
exist	VERB	2	02x07_-_Who_Is_This_Mission_For_	1
explore	VERB	4	02x07_-_Who_Is_This_Mission_For_	2
face	VERB	22	02x07_-_Who_Is_This_Mission_For_	2
fall	VERB	44	02x07_-_Who_Is_This_Mission_For_	3
fear	VERB	8	02x07_-_Who_Is_This_Mission_For_	1
finagle	VERB	1	02x07_-_Who_Is_This_Mission_For_	1
find	VERB	18	02x07_-_Who_Is_This_Mission_For_	4
finish	VERB	15	02x07_-_Who_Is_This_Mission_For_	2
follow	VERB	24	02x07_-_Who_Is_This_Mission_For_	1
forget	VERB	4	02x07_-_Who_Is_This_Mission_For_	4
gain	VERB	13	02x07_-_Who_Is_This_Mission_For_	1
get	VERB	37	02x07_-_Who_Is_This_Mission_For_	10
give	VERB	45	02x07_-_Who_Is_This_Mission_For_	2
go	VERB	35	02x07_-_Who_Is_This_Mission_For_	15
got	VERB	36	02x07_-_Who_Is_This_Mission_For_	1
grab	VERB	8	02x07_-_Who_Is_This_Mission_For_	1
grow	VERB	10	02x07_-_Who_Is_This_Mission_For_	1
guess	VERB	6	02x07_-_Who_Is_This_Mission_For_	2
happen	VERB	5	02x07_-_Who_Is_This_Mission_For_	1
hate	VERB	2	02x07_-_Who_Is_This_Mission_For_	1
have	VERB	20	02x07_-_Who_Is_This_Mission_For_	21
head	VERB	42	02x07_-_Who_Is_This_Mission_For_	2
help	VERB	12	02x07_-_Who_Is_This_Mission_For_	4
hesitate	VERB	2	02x07_-_Who_Is_This_Mission_For_	1
hide	VERB	6	02x07_-_Who_Is_This_Mission_For_	1
hone	VERB	3	02x07_-_Who_Is_This_Mission_For_	1
hope	VERB	9	02x07_-_Who_Is_This_Mission_For_	1
hurry	VERB	6	02x07_-_Who_Is_This_Mission_For_	1
hurt	VERB	14	02x07_-_Who_Is_This_Mission_For_	3
injure	VERB	3	02x07_-_Who_Is_This_Mission_For_	1
intercept	VERB	3	02x07_-_Who_Is_This_Mission_For_	1
involve	VERB	7	02x07_-_Who_Is_This_Mission_For_	1
judge	VERB	7	02x07_-_Who_Is_This_Mission_For_	1
k*lle	VERB	0	02x07_-_Who_Is_This_Mission_For_	1
keep	VERB	25	02x07_-_Who_Is_This_Mission_For_	2
kid	VERB	7	02x07_-_Who_Is_This_Mission_For_	1
know	VERB	12	02x07_-_Who_Is_This_Mission_For_	5
label	VERB	9	02x07_-_Who_Is_This_Mission_For_	1
leave	VERB	17	02x07_-_Who_Is_This_Mission_For_	4
let	VERB	8	02x07_-_Who_Is_This_Mission_For_	11
lie	VERB	10	02x07_-_Who_Is_This_Mission_For_	2
light	VERB	47	02x07_-_Who_Is_This_Mission_For_	1
live	VERB	19	02x07_-_Who_Is_This_Mission_For_	2
look	VERB	14	02x07_-_Who_Is_This_Mission_For_	7
lose	VERB	11	02x07_-_Who_Is_This_Mission_For_	1
love	VERB	10	02x07_-_Who_Is_This_Mission_For_	3
make	VERB	51	02x07_-_Who_Is_This_Mission_For_	7
mean	VERB	16	02x07_-_Who_Is_This_Mission_For_	2
meet	VERB	15	02x07_-_Who_Is_This_Mission_For_	2
need	VERB	7	02x07_-_Who_Is_This_Mission_For_	4
notify	VERB	1	02x07_-_Who_Is_This_Mission_For_	1
observe	VERB	9	02x07_-_Who_Is_This_Mission_For_	1
open	VERB	36	02x07_-_Who_Is_This_Mission_For_	1
overcome	VERB	4	02x07_-_Who_Is_This_Mission_For_	1
patrol	VERB	4	02x07_-_Who_Is_This_Mission_For_	1
pay	VERB	12	02x07_-_Who_Is_This_Mission_For_	1
pick	VERB	21	02x07_-_Who_Is_This_Mission_For_	1
place	VERB	32	02x07_-_Who_Is_This_Mission_For_	2
plan	VERB	7	02x07_-_Who_Is_This_Mission_For_	1
play	VERB	52	02x07_-_Who_Is_This_Mission_For_	1
post	VERB	23	02x07_-_Who_Is_This_Mission_For_	1
prepare	VERB	8	02x07_-_Who_Is_This_Mission_For_	1
provoke	VERB	4	02x07_-_Who_Is_This_Mission_For_	1
put	VERB	10	02x07_-_Who_Is_This_Mission_For_	1
read	VERB	12	02x07_-_Who_Is_This_Mission_For_	1
receive	VERB	13	02x07_-_Who_Is_This_Mission_For_	1
recognize	VERB	9	02x07_-_Who_Is_This_Mission_For_	1
reduce	VERB	20	02x07_-_Who_Is_This_Mission_For_	1
remain	VERB	4	02x07_-_Who_Is_This_Mission_For_	1
remember	VERB	8	02x07_-_Who_Is_This_Mission_For_	1
rendezvous	VERB	4	02x07_-_Who_Is_This_Mission_For_	1
reply	VERB	3	02x07_-_Who_Is_This_Mission_For_	1
rest	VERB	18	02x07_-_Who_Is_This_Mission_For_	3
return	VERB	29	02x07_-_Who_Is_This_Mission_For_	1
rid	VERB	1	02x07_-_Who_Is_This_Mission_For_	1
run	VERB	57	02x07_-_Who_Is_This_Mission_For_	1
say	VERB	12	02x07_-_Who_Is_This_Mission_For_	1
scowl	VERB	2	02x07_-_Who_Is_This_Mission_For_	1
see	VERB	25	02x07_-_Who_Is_This_Mission_For_	9
seem	VERB	4	02x07_-_Who_Is_This_Mission_For_	4
send	VERB	8	02x07_-_Who_Is_This_Mission_For_	1
serialize	VERB	1	02x07_-_Who_Is_This_Mission_For_	1
set	VERB	45	02x07_-_Who_Is_This_Mission_For_	1
shoot	VERB	22	02x07_-_Who_Is_This_Mission_For_	1
show	VERB	16	02x07_-_Who_Is_This_Mission_For_	1
sleep	VERB	6	02x07_-_Who_Is_This_Mission_For_	1
slip	VERB	26	02x07_-_Who_Is_This_Mission_For_	1
smell	VERB	10	02x07_-_Who_Is_This_Mission_For_	1
soil	VERB	5	02x07_-_Who_Is_This_Mission_For_	1
stand	VERB	24	02x07_-_Who_Is_This_Mission_For_	1
stay	VERB	16	02x07_-_Who_Is_This_Mission_For_	3
struggle	VERB	7	02x07_-_Who_Is_This_Mission_For_	1
suit	VERB	10	02x07_-_Who_Is_This_Mission_For_	1
surround	VERB	5	02x07_-_Who_Is_This_Mission_For_	1
survive	VERB	4	02x07_-_Who_Is_This_Mission_For_	1
take	VERB	44	02x07_-_Who_Is_This_Mission_For_	6
tell	VERB	9	02x07_-_Who_Is_This_Mission_For_	3
think	VERB	14	02x07_-_Who_Is_This_Mission_For_	6
train	VERB	17	02x07_-_Who_Is_This_Mission_For_	1
try	VERB	10	02x07_-_Who_Is_This_Mission_For_	2
turn	VERB	38	02x07_-_Who_Is_This_Mission_For_	2
underestimate	VERB	4	02x07_-_Who_Is_This_Mission_For_	1
understand	VERB	5	02x07_-_Who_Is_This_Mission_For_	5
use	VERB	13	02x07_-_Who_Is_This_Mission_For_	1
wait	VERB	6	02x07_-_Who_Is_This_Mission_For_	1
want	VERB	9	02x07_-_Who_Is_This_Mission_For_	7
waste	VERB	16	02x07_-_Who_Is_This_Mission_For_	1
wield	VERB	2	02x07_-_Who_Is_This_Mission_For_	2
work	VERB	34	02x07_-_Who_Is_This_Mission_For_	1
worry	VERB	8	02x07_-_Who_Is_This_Mission_For_	2
wound	VERB	14	02x07_-_Who_Is_This_Mission_For_	1
wrap	VERB	7	02x07_-_Who_Is_This_Mission_For_	1
accept	VERB	11	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
act	VERB	15	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
allow	VERB	10	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
annoy	VERB	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
avoid	VERB	5	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
be	VERB	14	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	3
become	VERB	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
begin	VERB	11	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	4
block	VERB	28	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
blow	VERB	29	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
borrow	VERB	2	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
breathe	VERB	9	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
bring	VERB	11	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
buy	VERB	6	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
call	VERB	41	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
